medida500_l,medida500_m,grade
477.145,532.326,6to
507.453,459.882,6to
493.577,563.606,6to
510.252,563.041,6to
500.089,533.032,6to
519.26,619.245,6to
589.371,592.838,6to
568.8,602.37,6to
493.577,494.974,6to
524.007,547.295,6to
570.626,548.284,6to
409.529,472.591,6to
608.481,708.212,6to
589.614,507.684,6to
575.799,625.176,6to
496.802,516.863,6to
539.831,472.027,6to
376.603,439.052,6to
463.999,454.092,6to
507.453,538.116,6to
495.829,341.472,6to
664.472,626.094,6to
394.009,440.747,6to
424.257,528.443,6to
587.788,562.758,6to
472.337,459.529,6to
476.84,474.78,6to
437.159,363.784,6to
529.606,590.437,6to
418.293,273.687,6to
529.606,512.344,6to
502.219,571.514,6to
466.494,477.746,6to
418.293,443.148,6to
464.303,392.168,6to
551.637,598.627,6to
587.788,771.4059999999998,6to
373.743,353.122,6to
445.558,476.192,6to
529.606,457.481,6to
449.879,435.098,6to
500.271,539.316,6to
472.337,493.491,6to
438.498,424.507,6to
475.319,459.882,6to
405.999,417.093,6to
604.16,551.602,6to
502.28,457.481,6to
491.386,619.245,6to
435.82,398.17,6to
493.577,494.974,6to
538.309,486.572,6to
570.626,548.284,6to
569.835,667.965,6to
529.058,516.863,6to
325.724,352.486,6to
466.372,494.974,6to
510.252,577.869,6to
461.503,487.702,6to
505.018,439.052,6to
690.581,624.046,6to
536.909,585.777,6to
560.706,511.92,6to
589.006,638.451,6to
500.089,502.953,6to
550.359,615.644,6to
420.301,470.332,6to
690.277,569.325,6to
533.014,625.176,6to
456.209,376.211,6to
381.533,419.988,6to
464.912,420.482,6to
502.888,501.47,6to
589.006,563.041,6to
570.626,617.48,6to
451.644,599.687,6to
515.791,548.284,6to
493.272,492.221,6to
519.808,563.606,6to
510.252,563.041,6to
570.626,755.378,6to
592.414,565.3,6to
450.305,418.435,6to
612.802,553.509,6to
493.577,477.675,6to
538.309,516.863,6to
461.503,455.787,6to
592.414,565.3,6to
502.888,516.863,6to
642.928,522.935,6to
376.238,252.929,6to
570.626,598.133,6to
592.414,565.3,6to
614.81,624.046,6to
552.794,569.325,6to
546.586,582.246,6to
441.846,501.823,6to
461.503,472.027,6to
641.102,597.215,6to
526.076,502.953,6to
592.414,565.3,6to
574.034,347.473,6to
552.794,522.935,6to
560.706,545.954,6to
483.474,454.798,6to
589.006,700.586,6to
505.018,503.659,6to
450.305,375.081,6to
767.0829999999999,704.328,6to
533.014,545.954,6to
510.252,419.353,6to
570.626,598.133,6to
519.26,503.659,6to
574.034,624.046,6to
464.912,492.221,6to
546.586,582.246,6to
538.309,579.563,6to
554.498,564.029,6to
551.029,488.337,6to
690.581,650.383,6to
552.794,507.684,6to
533.014,528.796,6to
510.252,419.353,6to
500.089,438.558,6to
569.835,549.413,6to
515.791,516.863,6to
507.453,538.116,6to
474.588,487.702,6to
592.414,581.893,6to
542.934,564.877,6to
418.597,352.486,6to
466.372,528.796,6to
538.309,579.563,6to
570.626,533.032,6to
519.26,549.413,6to
644.023,516.863,6to
536.909,585.777,6to
592.353,831.282,6to
524.007,516.863,6to
526.076,517.993,6to
424.196,439.052,6to
403.078,436.934,6to
570.139,522.935,6to
519.808,511.92,6to
456.209,516.863,6to
381.533,348.391,6to
534.414,641.416,6to
614.81,582.599,6to
589.614,553.509,6to
533.014,652.149,6to
456.209,437.711,6to
570.626,548.284,6to
491.386,488.337,6to
477.145,486.078,6to
536.909,553.509,6to
451.827,399.653,6to
551.029,565.3,6to
592.596,739.421,6to
507.453,492.221,6to
519.808,545.954,6to
496.802,531.973,6to
589.006,502.953,6to
519.26,420.482,6to
529.058,501.47,6to
536.909,492.221,6to
611.159,602.44,6to
552.55,584.718,6to
554.498,598.133,6to
668.793,619.245,6to
477.145,418.435,6to
642.928,704.328,6to
560.706,582.246,6to
491.386,491.585,6to
686.443,639.58,6to
569.835,702.704,6to
502.888,564.877,6to
612.802,670.224,6to
560.706,494.974,6to
570.139,616.562,6to
640.067,755.378,6to
493.577,563.606,6to
364.979,432.133,6to
526.076,472.027,6to
451.644,503.659,6to
502.888,548.284,6to
493.272,476.334,6to
519.808,441.241,6to
570.139,531.973,6to
554.498,487.702,6to
569.835,581.893,6to
502.888,436.934,6to
552.794,585.777,6to
480.188,459.882,6to
456.209,419.353,6to
403.869,394.71,6to
424.805,320.995,6to
365.405,475.91,6to
473.493,562.758,6to
458.886,443.148,6to
554.498,580.481,6to
569.835,581.893,6to
644.023,739.421,6to
521.877,538.116,6to
480.188,494.974,6to
510.252,616.562,6to
461.503,399.512,6to
464.912,488.337,6to
542.934,564.877,6to
713.404,681.027,6to
480.188,494.974,6to
538.309,437.711,6to
487.369,533.032,6to
464.912,439.052,6to
502.888,486.078,6to
521.877,403.254,6to
592.353,742.174,6to
372.526,454.798,6to
589.006,665.988,6to
621.931,757.567,6to
542.934,532.326,6to
589.614,538.116,6to
611.159,602.44,6to
469.963,486.572,6to
474.588,472.027,6to
478.057,472.591,6to
536.909,553.509,6to
493.577,511.92,6to
570.139,638.451,6to
570.626,639.58,6to
507.453,569.325,6to
575.799,687.1,6to
553.524,531.973,6to
611.037,580.481,6to
551.029,667.965,6to
515.791,501.47,6to
642.928,603.288,6to
546.586,582.246,6to
392.731,454.798,6to
401.069,419.988,6to
592.414,581.893,6to
557.784,564.877,6to
536.909,538.116,6to
633.616,831.282,6to
538.309,563.041,6to
551.029,581.893,6to
435.82,501.47,6to
612.802,670.224,6to
575.799,687.1,6to
687.964,699.033,6to
611.037,533.032,6to
519.26,667.965,6to
557.784,532.326,6to
493.272,459.882,6to
592.353,742.174,6to
611.524,579.563,6to
500.089,517.993,6to
399.548,375.222,6to
483.474,419.353,6to
474.588,533.032,6to
478.057,439.052,6to
515.791,548.284,6to
400.826,380.094,6to
493.577,375.222,6to
410.563,470.967,6to
461.503,517.993,6to
424.196,472.591,6to
557.723,678.203,6to
493.272,585.777,6to
470.146,482.265,6to
441.846,437.711,6to
474.588,517.993,6to
401.069,311.11,6to
690.581,602.017,6to
434.908,476.334,6to
493.577,346.555,6to
510.252,563.041,6to
526.076,376.211,6to
451.644,456.281,6to
574.034,501.47,6to
434.908,459.882,6to
436.246,346.555,6to
538.309,516.863,6to
686.443,564.029,6to
491.386,456.281,6to
477.145,436.934,6to
493.272,442.442,6to
592.353,602.44,6to
553.524,616.562,6to
570.626,438.558,6to
569.835,488.337,6to
502.888,564.877,6to
642.928,569.325,6to
519.808,477.675,6to
456.209,516.863,6to
487.369,376.211,6to
409.529,400.077,6to
420.301,436.934,6to
450.244,352.486,6to
570.139,597.215,6to
418.11,455.787,6to
565.148,539.316,6to
472.337,551.602,6to
405.025,295.435,6to
381.959,363.784,6to
420.423,499.564,6to
551.637,459.529,6to
649.501,778.255,6to
529.606,590.437,6to
727.889,694.019,6to
467.894,509.378,6to
551.637,598.627,6to
565.148,681.804,6to
597.465,652.925,6to
514.452,561.558,6to
516.947,528.443,6to
546.221,590.437,6to
557.784,532.326,6to
690.277,603.288,6to
506.723,545.954,6to
566.792,584.718,6to
640.067,517.993,6to
519.26,534.021,6to
529.058,501.47,6to
642.928,569.325,6to
519.808,459.882,6to
456.209,480.782,6to
554.498,665.988,6to
534.414,549.413,6to
614.81,624.046,6to
612.802,644.24,6to
519.808,625.176,6to
570.139,531.973,6to
589.006,617.48,6to
621.931,549.413,6to
557.784,532.326,6to
642.928,538.116,6to
506.723,545.954,6to
553.524,486.572,6to
621.931,567.136,6to
502.888,532.326,6to
575.799,652.149,6to
524.007,563.041,6to
762.518,517.993,6to
464.912,420.482,6to
450.305,470.332,6to
536.909,459.882,6to
506.723,511.92,6to
483.474,531.973,6to
526.076,517.993,6to
631.729,592.838,6to
589.614,670.224,6to
466.372,399.653,6to
496.802,454.798,6to
474.588,533.032,6to
474.588,472.027,6to
451.644,549.413,6to
557.784,532.326,6to
642.928,603.288,6to
546.586,528.796,6to
496.802,531.973,6to
474.588,564.029,6to
551.029,565.3,6to
570.139,704.328,6to
494.611,542.141,6to
570.139,531.973,6to
461.503,502.953,6to
505.018,439.052,6to
490.047,470.332,6to
536.909,522.935,6to
611.159,651.372,6to
538.309,516.863,6to
539.831,564.029,6to
592.414,757.567,6to
611.159,687.1,6to
441.846,399.159,6to
474.588,533.032,6to
534.414,619.245,6to
644.023,684.84,6to
570.139,538.116,6to
506.479,626.306,6to
553.524,638.451,6to
611.037,700.586,6to
491.386,534.021,6to
515.791,624.046,6to
767.0829999999999,704.328,6to
519.808,742.174,6to
483.474,501.823,6to
381.533,487.702,6to
551.029,581.893,6to
542.934,582.599,6to
479.153,603.288,6to
575.799,602.44,6to
570.139,579.563,6to
461.503,455.787,6to
464.912,488.337,6to
529.058,486.078,6to
521.877,476.334,6to
491.386,439.052,6to
690.581,602.017,6to
493.272,459.882,6to
436.246,477.675,6to
430.16,495.751,6to
447.932,502.953,6to
534.414,488.337,6to
557.784,501.47,6to
464.912,442.442,6to
493.577,602.44,6to
456.209,531.973,6to
500.089,487.702,6to
438.194,503.659,6to
515.791,602.017,6to
536.909,476.334,6to
466.372,421.33,6to
524.007,563.041,6to
500.089,548.284,6to
668.793,599.687,6to
502.888,516.863,6to
589.614,644.24,6to
493.577,421.33,6to
483.474,516.863,6to
502.888,532.326,6to
642.928,585.777,6to
419.084,477.675,6to
553.524,547.295,6to
526.076,580.481,6to
519.26,420.482,6to
403.078,548.284,6to
536.909,476.334,6to
493.577,602.44,6to
372.526,419.353,6to
589.006,564.029,6to
505.018,581.893,6to
469.902,480.57,6to
767.0829999999999,603.288,6to
519.808,625.176,6to
641.102,579.563,6to
539.831,580.481,6to
668.793,702.704,6to
482.135,576.88,6to
479.153,459.882,6to
560.706,602.44,6to
589.006,753.472,6to
474.588,487.702,6to
533.014,582.246,6to
524.007,501.823,6to
589.006,502.953,6to
534.414,581.893,6to
592.596,564.877,6to
434.908,522.935,6to
376.238,441.241,6to
456.209,419.353,6to
474.588,472.027,6to
409.529,549.413,6to
403.078,398.17,6to
450.244,522.935,6to
592.353,421.33,6to
553.524,454.798,6to
487.369,533.032,6to
668.793,619.245,6to
614.81,532.326,6to
612.802,507.684,6to
533.014,625.176,6to
464.912,518.84,6to
463.999,486.078,6to
536.909,492.221,6to
494.611,497.516,6to
553.524,531.973,6to
526.076,580.481,6to
592.414,599.687,6to
477.145,454.092,6to
570.139,644.24,6to
466.372,528.796,6to
641.102,753.472,6to
611.037,755.378,6to
592.414,565.3,6to
574.034,684.84,6to
570.139,553.509,6to
560.706,742.174,6to
589.006,699.033,6to
686.443,639.58,6to
668.793,619.245,6to
557.784,684.84,6to
690.277,704.328,6to
560.706,545.954,6to
510.252,616.562,6to
539.831,438.558,6to
409.529,488.337,6to
557.784,650.383,6to
589.614,704.328,6to
474.588,580.481,6to
519.26,472.591,6to
502.888,532.326,6to
479.153,423.73,6to
709.752,687.1,6to
469.963,486.572,6to
611.037,700.586,6to
592.414,518.84,6to
614.81,684.84,6to
509.887,573.703,6to
575.799,459.882,6to
524.007,563.041,6to
526.076,665.988,6to
507.453,423.73,6to
399.548,421.33,6to
524.007,531.973,6to
589.006,580.481,6to
393.827,456.281,6to
477.145,436.934,6to
642.928,704.328,6to
451.827,399.653,6to
456.209,399.159,6to
554.498,653.349,6to
491.386,472.591,6to
490.047,375.081,6to
493.272,442.442,6to
533.014,441.241,6to
589.006,664.717,6to
611.037,598.133,6to
621.931,667.965,6to
557.784,548.284,6to
690.277,644.24,6to
709.752,687.1,6to
538.309,531.973,6to
686.443,639.58,6to
569.835,534.021,6to
644.023,828.246,6to
521.877,522.935,6to
524.007,664.717,6to
500.089,564.029,6to
745.234,634.638,6to
515.791,828.246,6to
642.928,522.935,6to
533.014,563.606,6to
611.524,616.562,6to
526.076,533.032,6to
745.234,702.704,6to
469.902,553.509,6to
536.909,492.221,6to
493.577,545.954,6to
611.524,597.215,6to
686.443,755.378,6to
635.077,712.519,6to
463.999,532.326,6to
612.802,644.24,6to
575.799,687.1,6to
764.466,699.033,6to
640.067,639.58,6to
519.26,581.893,6to
709.752,687.1,6to
410.563,547.295,6to
762.518,665.988,6to
621.931,667.965,6to
435.82,532.326,6to
521.877,569.325,6to
533.014,545.954,6to
526.867,549.555,6to
461.503,502.953,6to
745.234,619.245,6to
502.888,602.017,6to
642.928,644.24,6to
506.723,477.675,6to
570.139,563.041,6to
474.588,548.284,6to
621.931,599.687,6to
644.023,684.84,6to
589.614,758.485,6to
611.159,687.1,6to
483.474,454.798,6to
611.037,665.988,6to
569.835,757.567,6to
529.058,602.017,6to
592.353,582.246,6to
441.846,563.041,6to
640.067,533.032,6to
534.414,581.893,6to
690.581,650.383,6to
536.909,522.935,6to
633.616,831.282,6to
538.309,470.967,6to
433.569,455.787,6to
505.018,581.893,6to
519.26,456.281,6to
690.581,486.078,6to
418.597,423.73,6to
493.577,528.796,6to
441.846,501.823,6to
461.503,517.993,6to
505.018,376.917,6to
542.082,532.326,6to
507.453,553.509,6to
493.577,528.796,6to
552.55,450.632,6to
570.626,472.027,6to
424.196,456.281,6to
477.145,532.326,6to
570.139,476.334,6to
496.011,421.33,6to
553.524,579.563,6to
447.932,548.284,6to
451.644,456.281,6to
533.014,602.44,6to
687.964,616.562,6to
570.626,665.988,6to
534.414,641.416,6to
557.784,684.84,6to
552.794,644.24,6to
575.799,625.176,6to
538.309,563.041,6to
491.629,434.11,6to
551.029,565.3,6to
572.695,547.366,6to
642.928,847.028,6to
466.372,459.882,6to
426.752,419.353,6to
372.526,437.711,6to
441.967,399.017,6to
505.018,641.416,6to
490.047,516.863,6to
589.614,553.509,6to
533.014,421.33,6to
358.102,402.76,6to
505.018,549.413,6to
515.791,582.599,6to
536.909,476.334,6to
546.586,545.954,6to
469.963,516.863,6to
433.569,472.027,6to
490.047,602.017,6to
612.802,507.684,6to
546.586,441.241,6to
456.209,531.973,6to
450.305,564.877,6to
536.909,569.325,6to
436.246,421.33,6to
483.474,454.798,6to
474.588,450.703,6to
464.912,503.659,6to
502.888,582.599,6to
570.139,622.422,6to
592.353,582.246,6to
553.524,531.973,6to
512.93,517.993,6to
745.234,581.893,6to
463.999,398.17,6to
479.153,442.442,6to
575.799,441.241,6to
441.846,486.572,6to
512.93,455.787,6to
478.057,488.337,6to
529.058,532.326,6to
536.909,522.935,6to
456.33,466.448,6to
546.586,625.176,6to
483.474,486.572,6to
526.076,502.953,6to
386.28,495.963,6to
515.791,532.326,6to
521.877,553.509,6to
482.561,413.986,6to
483.474,454.798,6to
539.831,580.481,6to
569.835,503.659,6to
529.058,684.84,6to
570.139,516.863,6to
640.067,598.133,6to
451.644,439.052,6to
463.999,501.47,6to
450.244,442.442,6to
519.808,375.222,6to
510.252,547.295,6to
529.606,590.437,6to
604.16,575.044,6to
375.63,408.338,6to
381.959,548.637,6to
434.116,499.564,6to
604.16,530.773,6to
464.303,492.927,6to
381.959,509.873,6to
500.271,562.758,6to
388.532,378.117,6to
424.805,392.168,6to
420.423,417.093,6to
597.465,618.186,6to
489.499,408.338,6to
346.599,363.784,6to
565.148,448.514,6to
388.532,378.117,6to
551.637,476.192,6to
438.498,375.717,6to
396.931,412.927,6to
546.221,432.698,6to
489.803,531.761,6to
603.003,677.426,6to
424.257,412.927,6to
544.638,492.927,6to
488.465,548.637,6to
460.469,432.698,6to
500.515,530.773,6to
486.091,476.192,6to
610.854,589.025,6to
488.465,548.637,6to
529.606,626.094,6to
727.889,783.551,6to
353.537,320.995,6to
396.931,528.443,6to
447.384,448.514,6to
551.637,602.723,6to
410.137,408.338,6to
502.219,548.637,6to
405.999,417.093,6to
532.588,551.602,6to
464.303,440.747,6to
449.879,459.882,6to
434.116,448.514,6to
515.852,378.117,6to
353.537,424.507,6to
449.879,528.443,6to
664.472,626.094,6to
472.337,493.491,6to
375.63,440.747,6to
462.477,412.927,6to
447.384,417.093,6to
388.532,394.71,6to
394.009,424.507,6to
317.447,470.967,6to
570.626,598.133,6to
409.529,534.021,6to
490.047,548.284,6to
612.802,569.325,6to
524.007,563.041,6to
551.029,619.245,6to
529.058,624.046,6to
552.794,704.328,6to
480.188,441.241,6to
456.209,454.798,6to
433.569,455.787,6to
451.644,439.052,6to
490.047,516.863,6to
400.826,492.221,6to
436.246,375.222,6to
456.209,454.798,6to
487.369,455.787,6to
592.414,549.413,6to
557.784,650.383,6to
480.188,441.241,6to
383.42,255.188,6to
507.453,423.73,6to
436.246,494.974,6to
496.802,486.572,6to
461.503,517.993,6to
478.057,534.021,6to
766.839,828.246,6to
506.723,511.92,6to
456.209,437.711,6to
463.999,470.332,6to
507.453,476.334,6to
466.372,399.653,6to
469.963,470.967,6to
464.912,420.482,6to
435.82,470.332,6to
445.558,360.889,6to
489.499,375.717,6to
449.879,509.873,6to
617.427,562.758,6to
727.889,575.044,6to
476.84,457.481,6to
484.083,466.731,6to
529.606,481.77,6to
574.399,530.773,6to
372.526,376.211,6to
539.831,517.993,6to
376.603,400.077,6to
515.791,436.934,6to
450.244,476.334,6to
510.252,454.798,6to
487.369,517.993,6to
464.912,503.659,6to
477.145,454.092,6to
418.597,380.094,6to
663.012,652.149,6to
570.139,486.572,6to
478.057,534.021,6to
515.791,501.47,6to
464.912,442.442,6to
519.808,477.675,6to
611.524,501.823,6to
589.006,517.993,6to
515.791,418.435,6to
469.902,455.363,6to
575.799,528.796,6to
539.831,517.993,6to
478.057,400.077,6to
463.999,532.326,6to
570.139,569.325,6to
519.808,459.882,6to
449.879,492.503,6to
352.625,427.049,6to
603.003,585.353,6to
475.319,412.927,6to
420.423,448.514,6to
651.266,694.019,6to
632.947,621.363,6to
649.501,571.514,6to
546.221,539.316,6to
604.16,530.773,6to
438.498,457.481,6to
475.319,459.882,6to
500.271,626.094,6to
515.852,360.889,6to
544.638,585.353,6to
488.465,548.637,6to
461.503,455.787,6to
393.827,420.482,6to
515.791,470.332,6to
507.453,538.116,6to
611.159,652.149,6to
553.524,501.823,6to
686.443,639.58,6to
560.706,459.882,6to
570.139,616.562,6to
381.533,376.211,6to
464.912,456.281,6to
477.145,418.435,6to
570.139,585.777,6to
611.159,687.1,6to
410.563,376.211,6to
474.588,564.029,6to
357.067,439.052,6to
450.305,418.435,6to
536.909,492.221,6to
575.799,494.974,6to
426.752,399.159,6to
461.503,419.988,6to
178.747,472.591,6to
502.888,602.017,6to
570.139,553.509,6to
483.474,486.572,6to
628.321,523.853,6to
494.611,557.321,6to
441.846,470.967,6to
686.443,639.58,6to
668.793,488.337,6to
463.999,501.47,6to
521.877,495.61,6to
575.799,602.44,6to
553.524,547.295,6to
433.569,472.027,6to
376.603,472.591,6to
592.596,650.383,6to
536.909,553.509,6to
575.799,742.174,6to
524.007,547.295,6to
418.11,399.512,6to
393.827,400.077,6to
574.034,436.934,6to
536.909,553.509,6to
546.586,399.653,6to
510.252,470.967,6to
464.303,492.927,6to
449.879,598.627,6to
664.472,681.804,6to
604.16,511.567,6to
489.499,492.927,6to
602.943,689.006,6to
587.788,771.4059999999998,6to
476.84,557.251,6to
551.637,528.443,6to
390.601,432.698,6to
500.515,427.049,6to
561.253,512.344,6to
488.465,528.443,6to
473.493,385.814,6to
500.515,443.148,6to
544.638,474.78,6to
533.136,548.637,6to
741.034,681.804,6to
472.337,427.049,6to
580.181,585.353,6to
486.091,476.192,6to
553.524,597.215,6to
474.588,517.993,6to
569.835,518.84,6to
515.791,582.599,6to
507.453,492.221,6to
598.621,497.516,6to
441.846,419.353,6to
589.006,548.284,6to
534.414,549.413,6to
463.999,454.092,6to
552.794,553.509,6to
480.188,563.606,6to
510.252,501.823,6to
401.069,399.512,6to
464.912,565.3,6to
435.82,548.284,6to
493.272,403.254,6to
436.246,399.653,6to
538.309,597.215,6to
498.08,533.032,6to
534.414,565.3,6to
571.782,650.383,6to
450.244,459.882,6to
436.246,477.675,6to
426.752,531.973,6to
418.11,487.702,6to
575.799,511.92,6to
426.752,501.823,6to
611.037,548.284,6to
592.414,599.687,6to
482.135,431.144,6to
570.139,522.935,6to
519.808,625.176,6to
553.524,563.041,6to
554.498,564.029,6to
569.835,518.84,6to
359.806,398.17,6to
434.908,442.442,6to
506.723,494.974,6to
372.526,376.211,6to
418.11,502.953,6to
438.194,456.281,6to
510.739,418.435,6to
479.153,492.221,6to
575.799,652.149,6to
538.309,501.823,6to
554.498,472.027,6to
668.793,549.413,6to
518.408,547.366,6to
380.681,507.684,6to
493.577,528.796,6to
441.846,454.798,6to
570.139,486.572,6to
539.831,487.702,6to
498.385,598.416,6to
713.404,713.86,6to
546.586,459.882,6to
483.474,616.562,6to
526.076,517.993,6to
592.414,581.893,6to
690.277,644.24,6to
560.706,652.149,6to
687.964,638.451,6to
686.443,639.58,6to
557.784,564.877,6to
612.802,644.24,6to
506.723,511.92,6to
589.006,579.563,6to
640.067,564.029,6to
534.414,472.591,6to
644.023,739.421,6to
690.277,622.422,6to
575.799,831.282,6to
589.006,597.215,6to
640.067,566.712,6to
745.234,591.778,6to
644.023,739.421,6to
686.443,665.988,6to
376.603,376.917,6to
690.581,650.383,6to
589.614,585.777,6to
482.561,607.03,6to
469.963,470.967,6to
570.626,502.953,6to
424.196,456.281,6to
574.034,564.877,6to
450.244,492.221,6to
519.808,511.92,6to
410.563,419.353,6to
534.414,549.413,6to
557.784,398.17,6to
690.277,644.24,6to
546.586,602.44,6to
611.524,664.717,6to
554.498,502.953,6to
519.26,439.052,6to
502.888,470.332,6to
552.794,507.684,6to
592.353,602.44,6to
514.817,477.816,6to
570.626,487.702,6to
522.911,481.417,6to
542.934,602.017,6to
521.877,507.684,6to
633.616,511.92,6to
622.479,535.927,6to
433.569,399.512,6to
478.057,518.84,6to
435.82,398.17,6to
536.909,569.325,6to
560.706,545.954,6to
589.006,579.563,6to
447.932,438.558,6to
668.793,599.687,6to
644.023,582.599,6to
418.597,403.254,6to
649.501,548.637,6to
495.403,562.758,6to
