medida500_l,medida500_m,grade
560.706,831.282,6to
611.524,531.973,6to
467.529,597.992,6to
534.414,488.337,6to
614.81,548.284,6to
521.877,442.442,6to
419.084,494.974,6to
553.524,547.295,6to
640.067,700.586,6to
551.029,472.591,6to
557.784,650.383,6to
570.139,622.422,6to
493.577,582.246,6to
469.963,531.973,6to
381.533,455.787,6to
435.82,454.092,6to
396.931,412.927,6to
420.423,335.399,6to
373.743,294.235,6to
388.532,410.95,6to
376.603,439.052,6to
435.82,347.473,6to
493.272,522.935,6to
506.723,459.882,6to
469.963,437.711,6to
461.503,438.558,6to
519.26,488.337,6to
463.999,418.435,6to
570.139,585.777,6to
546.586,687.1,6to
570.139,486.572,6to
487.369,376.211,6to
393.827,349.309,6to
473.493,369.786,6to
390.601,353.122,6to
604.16,551.602,6to
394.009,424.507,6to
365.405,363.784,6to
405.999,432.698,6to
331.628,268.109,6to
445.558,427.049,6to
603.003,557.251,6to
551.029,503.659,6to
463.999,436.934,6to
450.244,403.254,6to
493.577,511.92,6to
483.474,419.353,6to
418.11,502.953,6to
376.603,412.786,6to
463.999,436.934,6to
509.887,420.553,6to
519.808,421.33,6to
426.752,399.159,6to
570.626,533.032,6to
438.194,376.917,6to
435.82,454.092,6to
493.272,476.334,6to
466.372,494.974,6to
372.526,419.353,6to
381.533,419.988,6to
359.806,436.934,6to
589.614,644.24,6to
546.586,421.33,6to
426.752,376.211,6to
458.582,438.558,6to
451.644,456.281,6to
435.82,436.934,6to
380.681,352.486,6to
466.372,511.92,6to
502.888,454.092,6to
399.548,441.241,6to
469.963,501.823,6to
424.805,512.344,6to
381.959,380.8,6to
390.601,316.053,6to
445.558,502.6,6to
424.805,408.338,6to
447.384,432.698,6to
515.852,575.044,6to
632.947,585.353,6to
449.879,444.136,6to
447.384,417.093,6to
458.886,493.491,6to
324.081,325.796,6to
373.743,268.109,6to
476.84,492.927,6to
551.637,509.873,6to
500.271,464.824,6to
489.803,499.564,6to
410.137,392.168,6to
475.319,475.91,6to
420.423,353.122,6to
445.558,427.049,6to
490.838,402.76,6to
488.465,492.503,6to
565.148,681.804,6to
458.886,530.773,6to
405.999,335.399,6to
445.558,410.95,6to
394.009,272.487,6to
434.116,417.093,6to
472.337,459.529,6to
410.137,298.895,6to
294.503,345.637,6to
514.452,518.557,6to
472.337,476.192,6to
353.537,272.487,6to
294.503,325.796,6to
486.7,518.557,6to
403.869,322.76,6to
464.303,272.487,6to
533.014,528.796,6to
538.309,486.572,6to
611.037,487.702,6to
505.018,534.021,6to
690.581,739.421,6to
663.012,625.176,6to
510.252,454.798,6to
640.067,548.284,6to
491.386,488.337,6to
450.305,436.934,6to
466.372,346.555,6to
570.139,597.215,6to
589.006,517.993,6to
551.029,518.84,6to
572.695,553.509,6to
479.153,476.334,6to
546.586,528.796,6to
524.007,486.572,6to
512.93,487.702,6to
409.529,400.077,6to
463.999,454.092,6to
469.963,501.823,6to
570.626,617.48,6to
519.26,518.84,6to
542.934,602.017,6to
456.33,500.27,6to
533.014,494.974,6to
510.252,454.798,6to
526.076,438.558,6to
491.386,518.84,6to
592.596,548.284,6to
570.139,603.288,6to
592.353,582.246,6to
496.802,501.823,6to
554.498,533.032,6to
438.194,488.337,6to
529.058,436.934,6to
507.453,476.334,6to
575.799,494.974,6to
611.524,699.033,6to
500.089,472.027,6to
668.793,581.893,6to
767.0829999999999,704.328,6to
560.706,477.675,6to
410.563,348.815,6to
512.93,472.027,6to
592.414,599.687,6to
529.058,516.863,6to
767.0829999999999,644.24,6to
575.799,582.246,6to
496.802,501.823,6to
611.037,517.993,6to
519.26,503.659,6to
519.808,399.653,6to
553.524,579.563,6to
474.588,348.391,6to
451.644,456.281,6to
529.058,519.475,6to
589.614,476.334,6to
533.014,528.796,6to
589.006,638.451,6to
539.831,517.993,6to
604.16,551.602,6to
515.608,492.927,6to
449.879,598.627,6to
546.221,539.316,6to
373.743,353.122,6to
500.515,476.192,6to
394.009,392.168,6to
405.999,448.514,6to
372.526,419.353,6to
512.93,487.702,6to
451.644,420.482,6to
477.145,398.17,6to
479.153,403.254,6to
412.268,413.986,6to
687.964,470.967,6to
589.006,564.029,6to
357.067,376.917,6to
502.888,470.332,6to
642.928,423.73,6to
506.723,399.653,6to
570.139,399.159,6to
640.067,517.993,6to
438.194,518.84,6to
642.928,622.422,6to
493.577,545.954,6to
589.006,516.863,6to
461.503,455.787,6to
551.029,667.965,6to
574.034,650.383,6to
570.139,569.325,6to
493.577,459.882,6to
589.006,665.988,6to
478.057,581.893,6to
552.794,553.509,6to
575.799,563.606,6to
496.802,547.295,6to
611.037,533.032,6to
491.386,565.3,6to
490.047,564.877,6to
552.794,569.325,6to
560.706,511.92,6to
570.139,597.215,6to
500.089,455.787,6to
519.26,581.893,6to
490.047,470.332,6to
464.912,492.221,6to
519.808,528.796,6to
633.616,545.954,6to
441.846,486.572,6to
686.443,598.133,6to
592.414,565.3,6to
383.42,486.078,6to
642.928,585.777,6to
451.827,545.954,6to
524.007,454.798,6to
418.11,472.027,6to
519.26,488.337,6to
592.596,624.046,6to
612.802,644.24,6to
709.752,652.149,6to
486.7,481.77,6to
515.852,493.491,6to
502.28,533.526,6to
462.477,548.637,6to
542.813,539.316,6to
329.802,300.307,6to
533.014,545.954,6to
496.802,486.572,6to
570.626,487.702,6to
505.018,472.591,6to
614.81,684.84,6to
552.794,507.684,6to
575.799,494.974,6to
524.007,501.823,6to
611.037,517.993,6to
592.596,470.332,6to
552.794,442.442,6to
533.014,545.954,6to
456.209,437.711,6to
512.93,487.702,6to
435.82,398.17,6to
523.581,534.233,6to
436.246,459.882,6to
686.443,533.032,6to
551.029,503.659,6to
493.272,380.094,6to
518.286,512.485,6to
570.139,563.041,6to
686.443,639.58,6to
519.26,641.416,6to
542.934,684.84,6to
450.244,492.221,6to
519.808,563.606,6to
538.309,638.451,6to
526.076,617.48,6to
534.414,439.052,6to
542.934,582.599,6to
570.139,644.24,6to
466.372,441.241,6to
589.006,454.798,6to
526.076,598.133,6to
745.234,641.416,6to
502.888,532.326,6to
570.139,758.485,6to
519.808,602.44,6to
483.474,616.562,6to
589.006,598.133,6to
621.931,641.416,6to
574.034,548.284,6to
536.909,758.485,6to
519.808,625.176,6to
570.139,616.562,6to
539.831,580.481,6to
534.414,667.965,6to
644.023,739.421,6to
690.277,522.935,6to
493.577,582.246,6to
529.606,533.526,6to
449.879,428.532,6to
464.912,423.73,6to
560.706,545.954,6to
538.309,486.572,6to
640.067,533.032,6to
584.258,552.52,6to
690.581,739.421,6to
612.802,569.325,6to
611.159,625.176,6to
570.139,437.711,6to
762.518,617.48,6to
621.931,518.84,6to
662.403,629.413,6to
612.802,622.422,6to
560.706,563.606,6to
687.964,579.563,6to
592.596,454.092,6to
510.252,597.215,6to
686.443,844.41499999999985,6to
505.018,488.337,6to
614.81,501.47,6to
570.139,459.882,6to
762.518,617.48,6to
551.029,534.021,6to
557.784,548.284,6to
570.139,538.116,6to
575.799,625.176,6to
551.029,549.413,6to
502.888,436.934,6to
575.799,459.882,6to
358.102,399.512,6to
438.194,385.39,6to
502.888,602.017,6to
533.014,511.92,6to
570.139,616.562,6to
589.006,541.505,6to
745.234,534.021,6to
477.145,564.877,6to
570.139,704.328,6to
493.577,511.92,6to
496.802,454.798,6to
463.999,516.863,6to
493.577,421.33,6to
538.309,516.863,6to
554.498,580.481,6to
507.453,569.325,6to
419.084,421.33,6to
372.526,257.448,6to
589.006,617.48,6to
491.386,456.281,6to
435.82,398.17,6to
464.912,622.422,6to
480.188,494.974,6to
570.139,470.967,6to
589.006,533.032,6to
424.196,518.84,6to
557.784,501.47,6to
434.908,403.254,6to
493.577,528.796,6to
496.802,563.041,6to
570.626,580.481,6to
592.414,565.3,6to
572.695,576.88,6to
493.272,522.935,6to
533.014,528.796,6to
433.569,419.988,6to
534.414,518.84,6to
403.078,516.863,6to
479.153,459.882,6to
529.606,408.338,6to
725.758,633.79,6to
587.788,539.316,6to
515.852,476.192,6to
489.499,440.747,6to
381.959,459.882,6to
447.384,432.698,6to
445.558,342.672,6to
515.608,533.526,6to
346.599,380.8,6to
565.148,499.564,6to
551.637,551.602,6to
632.947,557.251,6to
533.136,475.91,6to
664.472,590.437,6to
651.266,493.491,6to
424.805,375.717,6to
381.959,412.927,6to
741.034,626.094,6to
403.869,342.672,6to
438.498,358.7,6to
437.159,492.503,6to
514.452,562.758,6to
515.852,602.723,6to
561.253,621.363,6to
533.136,459.882,6to
546.221,417.093,6to
551.637,427.049,6to
529.606,492.927,6to
449.879,397.111,6to
486.7,518.557,6to
515.852,394.71,6to
515.608,457.481,6to
486.091,443.148,6to
516.947,459.882,6to
434.116,481.77,6to
329.802,322.76,6to
515.608,457.481,6to
515.852,378.117,6to
489.499,440.747,6to
449.879,412.927,6to
486.7,518.557,6to
515.852,427.049,6to
603.003,533.526,6to
551.637,526.607,6to
418.293,95.189,6to
551.637,548.637,6to
405.999,335.399,6to
458.886,360.889,6to
544.638,474.78,6to
354.572,316.053,6to
467.894,517.851,6to
475.319,528.443,6to
617.427,562.758,6to
500.515,551.602,6to
610.854,776.8429999999998,6to
437.159,444.136,6to
517.434,472.944,6to
451.34,400.924,6to
489.499,767.24,6to
475.319,492.503,6to
587.788,630.684,6to
490.838,400.5,6to
488.465,571.514,6to
546.221,448.514,6to
458.886,551.602,6to
451.583,392.168,6to
475.319,363.784,6to
565.148,518.557,6to
574.399,575.044,6to
580.181,621.363,6to
500.271,499.564,6to
533.136,528.443,6to
405.999,369.786,6to
418.293,300.307,6to
580.181,512.344,6to
488.465,444.136,6to
420.423,417.093,6to
651.266,602.723,6to
515.608,492.927,6to
449.879,380.8,6to
529.606,518.557,6to
432.108,273.687,6to
515.608,492.927,6to
460.469,401.559,6to
500.515,476.192,6to
473.493,432.698,6to
651.266,602.723,6to
502.28,474.78,6to
475.319,459.882,6to
486.7,432.698,6to
502.28,492.927,6to
424.257,428.532,6to
460.469,464.824,6to
432.108,459.529,6to
475.319,475.91,6to
373.743,385.814,6to
574.399,476.192,6to
544.638,492.927,6to
381.959,475.91,6to
390.601,464.824,6to
486.091,459.529,6to
488.465,528.443,6to
500.271,481.77,6to
551.577,470.12,6to
438.498,375.717,6to
462.477,492.503,6to
405.999,481.77,6to
278.01,512.344,6to
437.159,459.882,6to
664.472,626.094,6to
551.637,511.567,6to
476.84,457.481,6to
551.637,598.627,6to
405.999,432.698,6to
472.337,378.117,6to
502.28,585.353,6to
449.879,412.927,6to
338.566,369.786,6to
489.499,375.717,6to
365.405,363.784,6to
514.452,536.139,6to
418.293,394.71,6to
565.148,518.557,6to
437.159,412.927,6to
460.469,417.093,6to
486.091,493.491,6to
476.84,424.507,6to
573.791,633.79,6to
532.588,410.95,6to
502.219,509.873,6to
390.601,385.814,6to
551.637,551.602,6to
515.608,440.747,6to
516.947,492.503,6to
500.271,448.514,6to
464.303,512.344,6to
475.319,509.873,6to
390.601,234.006,6to
532.588,493.491,6to
632.947,677.426,6to
365.405,459.882,6to
500.271,502.6,6to
458.886,443.148,6to
438.498,533.526,6to
516.947,412.927,6to
500.271,481.77,6to
516.947,598.627,6to
441.846,577.304,6to
403.869,493.491,6to
424.257,528.443,6to
580.181,512.344,6to
488.465,528.443,6to
546.221,590.437,6to
727.889,575.044,6to
580.181,557.251,6to
649.501,571.514,6to
741.034,681.804,6to
574.399,459.529,6to
461.443,482.124,6to
447.384,539.316,6to
604.16,551.602,6to
424.805,392.168,6to
551.637,509.873,6to
529.606,499.564,6to
500.515,394.71,6to
489.499,424.507,6to
381.959,548.637,6to
604.16,530.773,6to
533.136,363.784,6to
486.091,427.049,6to
529.606,512.344,6to
602.943,598.627,6to
375.63,492.927,6to
346.599,380.8,6to
447.384,369.786,6to
476.84,408.338,6to
550.785,586.412,6to
390.601,448.514,6to
418.293,427.049,6to
502.28,424.507,6to
396.931,363.784,6to
500.271,539.316,6to
532.588,511.567,6to
476.84,392.168,6to
533.136,459.882,6to
420.423,385.814,6to
486.091,530.773,6to
529.606,474.78,6to
424.257,444.136,6to
546.221,448.514,6to
551.637,511.567,6to
680.357,677.426,6to
396.931,397.111,6to
508.122,435.098,6to
473.493,448.514,6to
503.436,503.73,6to
529.606,457.481,6to
475.319,492.503,6to
373.743,518.557,6to
445.558,476.192,6to
476.84,424.507,6to
437.159,397.111,6to
514.452,626.094,6to
551.637,443.148,6to
515.608,457.481,6to
516.947,459.882,6to
664.472,681.804,6to
574.399,493.491,6to
451.583,457.481,6to
602.943,492.503,6to
460.469,448.514,6to
432.108,427.049,6to
449.879,380.8,6to
473.493,385.814,6to
458.886,410.95,6to
424.805,408.338,6to
449.879,459.882,6to
420.423,408.903,6to
432.108,378.117,6to
375.63,340.624,6to
602.943,689.006,6to
390.601,179.778,6to
329.802,342.672,6to
587.788,562.758,6to
472.337,476.192,6to
502.28,474.78,6to
502.219,528.443,6to
529.606,499.564,6to
486.091,530.773,6to
602.943,571.514,6to
546.221,539.316,6to
486.091,638.38,6to
502.28,492.927,6to
381.959,325.796,6to
664.472,626.094,6to
458.886,342.672,6to
475.319,492.503,6to
473.493,417.093,6to
458.886,443.148,6to
551.637,548.637,6to
529.606,539.316,6to
489.499,512.344,6to
437.159,397.111,6to
420.423,353.122,6to
403.869,394.71,6to
757.284,767.24,6to
410.989,325.796,6to
434.116,417.093,6to
551.637,530.773,6to
575.799,528.796,6to
524.007,638.451,6to
554.498,564.029,6to
393.827,456.281,6to
502.888,436.934,6to
552.794,553.509,6to
611.159,687.1,6to
553.524,616.562,6to
640.067,598.133,6to
569.835,599.687,6to
644.023,564.877,6to
570.139,553.509,6to
506.723,528.796,6to
469.963,501.823,6to
539.831,487.702,6to
668.793,534.021,6to
542.934,532.326,6to
642.928,585.777,6to
533.014,494.974,6to
441.846,419.353,6to
589.006,564.029,6to
614.81,532.326,6to
521.877,522.935,6to
519.808,652.149,6to
553.524,664.717,6to
640.067,548.284,6to
464.912,439.052,6to
614.81,684.84,6to
552.794,553.509,6to
570.626,533.032,6to
592.414,599.687,6to
614.81,602.017,6to
507.453,522.935,6to
506.723,477.675,6to
456.209,486.572,6to
570.626,472.027,6to
551.029,581.893,6to
477.145,516.863,6to
642.928,492.221,6to
560.706,563.606,6to
514.817,505.001,6to
586.084,561.064,6to
621.931,619.245,6to
690.581,602.017,6to
612.802,670.224,6to
493.577,511.92,6to
524.007,486.572,6to
526.076,533.032,6to
519.26,619.245,6to
529.058,564.877,6to
552.794,538.116,6to
538.309,664.717,6to
487.369,472.027,6to
592.414,581.893,6to
542.934,454.092,6to
589.614,758.485,6to
633.616,831.282,6to
524.007,486.572,6to
686.443,598.133,6to
592.414,615.644,6to
529.058,532.326,6to
552.794,538.116,6to
560.706,511.92,6to
524.007,470.967,6to
611.037,755.378,6to
592.414,619.245,6to
690.581,624.046,6to
546.586,511.92,6to
483.474,501.823,6to
640.067,700.586,6to
668.793,549.413,6to
450.305,436.934,6to
479.153,476.334,6to
519.808,441.241,6to
570.139,547.295,6to
640.067,564.029,6to
668.793,518.84,6to
592.596,650.383,6to
642.928,603.288,6to
506.723,494.974,6to
611.524,579.563,6to
611.037,844.41499999999985,6to
668.793,565.3,6to
644.023,548.284,6to
539.831,580.481,6to
569.835,702.704,6to
644.023,650.383,6to
612.802,670.224,6to
546.586,477.675,6to
641.102,516.863,6to
762.518,715.484,6to
668.793,757.567,6to
515.791,436.934,6to
642.928,644.24,6to
592.353,582.246,6to
589.006,842.226,6to
461.503,438.558,6to
621.931,549.413,6to
574.034,582.599,6to
570.139,538.116,6to
764.466,753.472,6to
570.626,576.809,6to
534.414,549.413,6to
557.784,624.046,6to
536.909,507.684,6to
611.159,625.176,6to
553.524,563.041,6to
621.931,503.659,6to
766.839,739.421,6to
612.802,670.224,6to
493.577,602.44,6to
553.524,547.295,6to
569.835,667.965,6to
592.596,548.284,6to
604.16,493.491,6to
424.805,492.927,6to
602.943,778.255,6to
617.427,590.437,6to
532.588,493.491,6to
603.003,585.353,6to
725.758,548.637,6to
529.606,432.698,6to
458.886,530.773,6to
451.583,512.344,6to
445.558,443.148,6to
529.606,585.353,6to
573.791,633.79,6to
546.221,626.094,6to
418.597,442.442,6to
533.014,528.796,6to
510.252,563.041,6to
570.626,517.993,6to
505.018,400.077,6to
490.047,311.463,6to
507.453,459.882,6to
519.808,511.92,6to
589.006,638.451,6to
526.076,438.558,6to
592.414,488.337,6to
574.034,532.326,6to
418.597,403.254,6to
526.076,665.988,6to
534.414,581.893,6to
542.934,624.046,6to
589.614,492.221,6to
436.246,459.882,6to
392.731,399.159,6to
589.006,564.029,6to
614.81,486.078,6to
612.802,670.224,6to
469.963,531.973,6to
500.089,548.284,6to
547.134,569.113,6to
418.293,575.044,6to
632.947,585.353,6to
551.637,598.627,6to
500.271,626.094,6to
551.637,602.723,6to
489.499,512.344,6to
488.465,598.627,6to
617.427,681.804,6to
500.515,575.044,6to
324.081,444.136,6to
434.116,401.559,6to
597.465,618.186,6to
544.638,533.526,6to
462.477,397.111,6to
473.493,499.564,6to
515.852,530.773,6to
515.608,492.927,6to
573.791,598.627,6to
500.271,590.437,6to
464.303,533.526,6to
462.477,492.503,6to
473.493,401.559,6to
651.266,551.602,6to
476.84,533.526,6to
373.743,353.122,6to
515.852,575.044,6to
464.303,492.927,6to
475.319,444.136,6to
544.638,621.363,6to
502.219,492.503,6to
565.148,681.804,6to
472.337,511.567,6to
464.303,512.344,6to
725.758,598.627,6to
444.463,509.378,6to
649.501,598.627,6to
514.452,681.804,6to
403.869,443.148,6to
603.003,767.24,6to
516.947,548.637,6to
486.7,335.399,6to
451.34,458.258,6to
424.805,492.927,6to
424.257,380.8,6to
515.852,443.148,6to
424.805,440.747,6to
381.959,303.414,6to
500.271,539.316,6to
472.337,476.192,6to
515.608,457.481,6to
551.637,633.79,6to
725.758,571.514,6to
473.493,771.4059999999998,6to
445.558,459.529,6to
544.638,512.344,6to
521.086,494.056,6to
617.427,464.824,6to
388.532,322.76,6to
580.181,557.251,6to
573.791,509.873,6to
460.469,369.786,6to
458.886,427.049,6to
502.28,492.927,6to
573.791,492.503,6to
500.271,369.786,6to
651.266,694.019,6to
464.303,457.481,6to
573.791,598.627,6to
500.271,518.557,6to
551.637,638.38,6to
502.28,375.717,6to
565.148,771.4059999999998,6to
472.337,493.491,6to
451.583,457.481,6to
500.271,562.758,6to
472.337,322.76,6to
680.357,767.24,6to
502.219,475.91,6to
388.532,410.95,6to
476.84,424.507,6to
516.947,571.514,6to
390.601,353.122,6to
580.181,767.24,6to
533.136,528.443,6to
405.999,268.109,6to
532.588,476.192,6to
561.253,585.353,6to
424.257,492.503,6to
420.423,369.786,6to
464.303,677.426,6to
602.943,571.514,6to
617.427,562.758,6to
532.588,476.192,6to
757.284,767.24,6to
502.219,528.443,6to
587.788,626.094,6to
472.337,378.117,6to
561.253,457.481,6to
529.606,681.804,6to
532.588,493.491,6to
467.894,460.376,6to
449.879,428.532,6to
405.999,518.557,6to
515.852,530.773,6to
561.253,533.526,6to
516.947,571.514,6to
420.423,401.559,6to
532.588,602.723,6to
484.204,375.717,6to
462.477,412.927,6to
434.116,448.514,6to
546.221,562.758,6to
551.637,551.602,6to
451.583,358.7,6to
533.136,544.471,6to
405.999,464.824,6to
458.886,530.773,6to
489.499,408.338,6to
346.599,428.532,6to
177.591,91.306,6to
436.246,459.882,6to
483.474,516.863,6to
554.498,472.027,6to
592.414,534.021,6to
766.839,582.599,6to
606.838,451.197,6to
592.353,602.44,6to
510.252,531.973,6to
526.076,472.027,6to
668.793,534.021,6to
690.581,548.284,6to
521.877,476.334,6to
709.752,652.149,6to
570.139,547.295,6to
570.626,502.953,6to
533.627,449.434,6to
589.614,538.116,6to
592.353,582.246,6to
611.524,547.295,6to
686.443,665.988,6to
621.931,565.3,6to
644.023,650.383,6to
552.794,522.935,6to
546.586,563.606,6to
510.252,454.798,6to
762.518,502.953,6to
553.524,516.863,6to
500.089,580.481,6to
621.931,518.84,6to
766.839,739.421,6to
536.909,553.509,6to
611.159,831.282,6to
600.63,508.743,6to
640.067,580.481,6to
592.414,549.413,6to
463.999,436.934,6to
570.139,585.777,6to
575.799,563.606,6to
687.964,664.717,6to
512.93,564.029,6to
534.414,488.337,6to
542.934,486.078,6to
570.139,538.116,6to
510.252,531.973,6to
554.498,517.993,6to
569.835,472.591,6to
614.81,532.326,6to
642.928,603.288,6to
611.524,531.973,6to
570.626,533.032,6to
592.414,472.591,6to
690.581,564.877,6to
524.007,437.711,6to
500.089,502.953,6to
438.194,456.281,6to
542.934,501.47,6to
570.139,585.777,6to
663.012,528.796,6to
487.065,516.863,6to
512.93,419.988,6to
542.934,548.284,6to
533.014,494.974,6to
441.846,419.353,6to
589.006,548.284,6to
592.414,420.482,6to
631.729,533.315,6to
536.909,442.442,6to
466.372,375.222,6to
524.007,454.798,6to
526.076,472.027,6to
534.414,549.413,6to
518.408,533.315,6to
507.453,553.509,6to
480.188,545.954,6to
570.139,638.451,6to
589.006,548.284,6to
505.018,488.337,6to
502.888,418.435,6to
565.148,681.804,6to
532.588,638.38,6to
424.805,358.7,6to
533.136,548.637,6to
301.685,353.122,6to
512.93,376.211,6to
451.644,400.077,6to
557.784,548.284,6to
546.586,399.653,6to
524.007,419.353,6to
510.374,373.669,6to
574.034,548.284,6to
589.614,569.325,6to
533.014,441.241,6to
456.209,437.711,6to
512.93,517.993,6to
505.018,518.84,6to
557.784,532.326,6to
493.272,423.73,6to
519.808,421.33,6to
433.569,376.211,6to
478.057,503.659,6to
403.078,255.188,6to
434.908,459.882,6to
466.372,494.974,6to
496.802,486.572,6to
487.369,517.993,6to
505.018,518.84,6to
450.305,311.463,6to
536.909,492.221,6to
506.723,477.675,6to
524.007,616.562,6to
433.569,487.702,6to
507.453,459.882,6to
519.808,441.241,6to
456.209,454.798,6to
586.084,561.064,6to
534.414,565.3,6to
557.784,564.877,6to
589.614,492.221,6to
546.586,494.974,6to
687.964,470.967,6to
611.037,598.133,6to
451.644,439.052,6to
403.078,398.17,6to
479.153,553.509,6to
575.799,459.882,6to
441.846,516.863,6to
762.518,545.954,6to
451.644,503.659,6to
490.047,398.17,6to
450.244,459.882,6to
519.808,528.796,6to
553.524,437.711,6to
447.932,455.787,6to
592.414,549.413,6to
552.794,442.442,6to
533.014,494.974,6to
456.209,486.572,6to
451.644,503.659,6to
574.034,564.877,6to
668.793,439.052,6to
450.305,436.934,6to
493.272,423.73,6to
483.474,454.798,6to
447.932,348.391,6to
543.908,431.144,6to
570.139,423.73,6to
533.014,511.92,6to
496.802,486.572,6to
358.102,312.24,6to
376.603,349.309,6to
418.597,403.254,6to
493.577,441.241,6to
426.752,416.387,6to
686.443,564.029,6to
464.912,472.591,6to
493.577,545.954,6to
469.963,432.133,6to
554.498,419.988,6to
491.386,534.021,6to
477.145,470.332,6to
507.453,507.684,6to
560.706,528.796,6to
524.007,454.798,6to
381.533,399.512,6to
357.067,456.281,6to
477.145,470.332,6to
570.139,538.116,6to
546.586,511.92,6to
496.802,454.798,6to
500.089,455.787,6to
393.523,373.669,6to
529.058,470.332,6to
589.614,507.684,6to
530.215,450.138,6to
441.846,437.711,6to
433.569,399.512,6to
424.196,400.077,6to
533.014,652.149,6to
611.524,547.295,6to
611.037,580.481,6to
621.931,565.3,6to
592.596,684.84,6to
570.139,644.24,6to
546.586,545.954,6to
641.102,579.563,6to
487.369,533.032,6to
621.931,619.245,6to
690.581,582.599,6to
612.802,585.777,6to
560.706,831.282,6to
640.067,665.988,6to
534.414,581.893,6to
542.934,516.863,6to
521.877,644.24,6to
466.372,528.796,6to
611.524,699.033,6to
589.006,564.029,6to
569.835,667.965,6to
542.934,486.078,6to
589.614,704.328,6to
582.737,572.926,6to
641.102,563.041,6to
640.067,598.133,6to
621.931,757.567,6to
614.81,650.383,6to
642.928,704.328,6to
663.012,625.176,6to
589.006,616.562,6to
762.518,639.58,6to
621.931,599.687,6to
557.784,739.421,6to
536.909,507.684,6to
592.353,582.246,6to
553.524,516.863,6to
762.518,700.586,6to
668.793,757.567,6to
372.526,454.798,6to
589.006,419.988,6to
505.018,488.337,6to
592.596,548.284,6to
479.153,459.882,6to
533.014,511.92,6to
524.007,531.973,6to
640.067,598.133,6to
478.057,503.659,6to
614.81,548.284,6to
589.614,569.325,6to
533.014,477.675,6to
483.474,486.572,6to
611.037,665.988,6to
534.414,503.659,6to
463.999,454.092,6to
552.794,569.325,6to
707.561,687.1,6to
384.211,395.134,6to
611.037,502.953,6to
534.414,534.021,6to
662.403,592.838,6to
586.571,678.132,6to
546.586,421.33,6to
483.474,516.863,6to
526.076,472.027,6to
621.931,518.84,6to
529.058,548.284,6to
434.908,380.094,6to
493.577,563.606,6to
524.007,563.041,6to
539.831,399.512,6to
505.018,503.659,6to
490.047,454.092,6to
612.802,522.935,6to
786.1319999999998,511.92,6to
641.102,616.562,6to
447.932,419.988,6to
505.018,518.84,6to
477.145,454.092,6to
450.244,316.829,6to
436.246,399.653,6to
553.524,516.863,6to
512.93,564.029,6to
534.414,503.659,6to
592.596,828.246,6to
589.614,507.684,6to
575.799,459.882,6to
538.309,563.041,6to
500.089,399.512,6to
534.414,495.963,6to
690.581,582.599,6to
642.928,507.684,6to
592.353,545.954,6to
589.006,563.041,6to
611.037,502.953,6to
569.835,565.3,6to
644.023,602.017,6to
552.794,507.684,6to
592.353,687.1,6to
589.006,516.863,6to
628.321,509.873,6to
505.018,488.337,6to
502.888,454.092,6to
552.794,459.882,6to
633.616,563.606,6to
641.102,547.295,6to
539.831,548.284,6to
507.453,569.325,6to
575.799,528.796,6to
589.006,579.563,6to
461.503,348.391,6to
592.414,488.337,6to
690.581,624.046,6to
552.794,553.509,6to
592.353,602.44,6to
553.524,699.033,6to
539.831,455.787,6to
519.26,518.84,6to
690.277,459.882,6to
546.586,687.1,6to
553.524,616.562,6to
500.089,548.284,6to
668.793,667.965,6to
644.023,516.863,6to
570.139,603.288,6to
546.586,742.174,6to
589.006,638.451,6to
762.518,639.58,6to
505.018,420.482,6to
644.023,624.046,6to
493.272,522.935,6to
506.723,511.92,6to
500.089,502.953,6to
550.359,466.448,6to
515.791,470.332,6to
325.724,316.829,6to
475.319,397.111,6to
434.116,401.559,6to
458.886,476.192,6to
489.499,557.251,6to
365.405,428.532,6to
354.572,294.235,6to
403.869,443.148,6to
580.181,512.344,6to
410.989,475.91,6to
447.384,448.585,6to
510.252,470.967,6to
554.498,502.953,6to
668.793,619.245,6to
690.581,532.326,6to
418.597,553.509,6to
709.752,687.1,6to
483.474,470.967,6to
686.443,755.378,6to
550.359,598.416,6to
690.581,564.877,6to
589.614,553.509,6to
592.353,625.176,6to
570.139,597.215,6to
526.076,502.953,6to
569.835,534.021,6to
542.934,516.863,6to
507.453,459.882,6to
604.16,551.602,6to
515.608,533.526,6to
602.943,548.637,6to
500.271,487.419,6to
432.108,476.192,6to
580.181,512.344,6to
365.405,475.91,6to
473.493,432.698,6to
472.337,575.044,6to
410.137,585.353,6to
602.943,633.79,6to
514.452,590.437,6to
551.637,575.044,6to
502.28,392.168,6to
516.947,571.514,6to
741.034,681.804,6to
532.588,511.567,6to
602.943,548.637,6to
373.743,464.824,6to
500.515,638.38,6to
515.608,533.526,6to
617.427,539.316,6to
574.399,511.567,6to
476.84,440.747,6to
516.947,548.637,6to
529.606,417.093,6to
651.266,638.38,6to
544.638,533.526,6to
449.879,397.111,6to
500.271,385.814,6to
651.266,783.551,6to
554.498,570.525,6to
560.706,494.974,6to
524.007,470.967,6to
554.498,455.787,6to
478.057,472.591,6to
690.581,548.284,6to
507.453,423.73,6to
575.799,528.796,6to
611.524,563.041,6to
539.831,517.993,6to
451.644,420.482,6to
557.784,582.599,6to
521.877,442.442,6to
533.014,494.974,6to
